,text,cleaned,filtered
1943,"1942,""b'@cyflwro hey there, thanks for tweeting us about this today! i can definitely help put a stop to this for you :) co\xe2\x80\xa6 https://t.co/ayhewwqw8x'""","['1942,""b\'@cyflwro', 'hey', 'there,', 'thanks', 'for', 'tweeting', 'us', 'about', 'this', 'today!', 'i', 'can', 'definitely', 'help', 'put', 'a', 'stop', 'to', 'this', 'for', 'you', ':)', 'co\\xe2\\x80\\xa6', 'https://t.co/ayhewwqw8x\'""']","['1942,""b\'@cyflwro', 'hey', 'there,', 'thanks', 'tweeting', 'us', 'today!', 'definitely', 'help', 'put', 'stop', ':)', 'co\\xe2\\x80\\xa6', 'https://t.co/ayhewwqw8x\'""']"
1944,"1943,""b'@robjambar please accept my apologies rob, i am sure the team will get this sorted for you, i can check your accoun\xe2\x80\xa6 https://t.co/kxz9v7axvs'""","['1943,""b\'@robjambar', 'please', 'accept', 'my', 'apologies', 'rob,', 'i', 'am', 'sure', 'the', 'team', 'will', 'get', 'this', 'sorted', 'for', 'you,', 'i', 'can', 'check', 'your', 'accoun\\xe2\\x80\\xa6', 'https://t.co/kxz9v7axvs\'""']","['1943,""b\'@robjambar', 'please', 'accept', 'apologies', 'rob,', 'sure', 'team', 'get', 'sorted', 'you,', 'check', 'accoun\\xe2\\x80\\xa6', 'https://t.co/kxz9v7axvs\'""']"
1945,"1944,""b'@robjambar sorry to hear this rob, have you spoken to our digital team about this? thanks, dean.'""","['1944,""b\'@robjambar', 'sorry', 'to', 'hear', 'this', 'rob,', 'have', 'you', 'spoken', 'to', 'our', 'digital', 'team', 'about', 'this?', 'thanks,', 'dean.\'""']","['1944,""b\'@robjambar', 'sorry', 'hear', 'rob,', 'spoken', 'digital', 'team', 'this?', 'thanks,', 'dean.\'""']"
1946,"1945,b'@mrs_mac99 the team are working on a fix jay. it has been fixed for many customers so it may be worth calling our a\xe2\x80\xa6 https://t.co/fk9uuzv0q0'","[""1945,b'@mrs_mac99"", 'the', 'team', 'are', 'working', 'on', 'a', 'fix', 'jay.', 'it', 'has', 'been', 'fixed', 'for', 'many', 'customers', 'so', 'it', 'may', 'be', 'worth', 'calling', 'our', 'a\\xe2\\x80\\xa6', ""https://t.co/fk9uuzv0q0'""]","[""1945,b'@mrs_mac99"", 'team', 'working', 'fix', 'jay.', 'fixed', 'many', 'customers', 'may', 'worth', 'calling', 'a\\xe2\\x80\\xa6', ""https://t.co/fk9uuzv0q0'""]"
1947,"1946,""b""""@robbietwts hi robbie. if you want to dm me details of the issue you're having i can see if it's something we can c\xe2\x80\xa6 https://t.co/976eko1pz3""""""","['1946,""b""""@robbietwts', 'hi', 'robbie.', 'if', 'you', 'want', 'to', 'dm', 'me', 'details', 'of', 'the', 'issue', ""you're"", 'having', 'i', 'can', 'see', 'if', ""it's"", 'something', 'we', 'can', 'c\\xe2\\x80\\xa6', 'https://t.co/976eko1pz3""""""']","['1946,""b""""@robbietwts', 'hi', 'robbie.', 'want', 'dm', 'details', 'issue', 'see', 'something', 'c\\xe2\\x80\\xa6', 'https://t.co/976eko1pz3""""""']"
1948,"1947,""b""""@lizzard_s the team can log an incident for further investigation if they can't solve it over the phone. dan has gi\xe2\x80\xa6 https://t.co/dnoivboqy9""""""","['1947,""b""""@lizzard_s', 'the', 'team', 'can', 'log', 'an', 'incident', 'for', 'further', 'investigation', 'if', 'they', ""can't"", 'solve', 'it', 'over', 'the', 'phone.', 'dan', 'has', 'gi\\xe2\\x80\\xa6', 'https://t.co/dnoivboqy9""""""']","['1947,""b""""@lizzard_s', 'team', 'log', 'incident', 'investigation', ""can't"", 'solve', 'phone.', 'dan', 'gi\\xe2\\x80\\xa6', 'https://t.co/dnoivboqy9""""""']"
1949,"1948,""b""""@holidayhotelbud hi there, that's the barclays app team number there. is this in relation to your personal uk barcl\xe2\x80\xa6 https://t.co/xwglb5odqq""""""","['1948,""b""""@holidayhotelbud', 'hi', 'there,', ""that's"", 'the', 'barclays', 'app', 'team', 'number', 'there.', 'is', 'this', 'in', 'relation', 'to', 'your', 'personal', 'uk', 'barcl\\xe2\\x80\\xa6', 'https://t.co/xwglb5odqq""""""']","['1948,""b""""@holidayhotelbud', 'hi', 'there,', ""that's"", 'barclays', 'app', 'team', 'number', 'there.', 'relation', 'personal', 'uk', 'barcl\\xe2\\x80\\xa6', 'https://t.co/xwglb5odqq""""""']"
1950,"1949,""b'@lizzard_s hey liz, apologies the best thing to do would be to reach out to our digital team directly on 0800 161 5\xe2\x80\xa6 https://t.co/kfgmhqbcon'""","['1949,""b\'@lizzard_s', 'hey', 'liz,', 'apologies', 'the', 'best', 'thing', 'to', 'do', 'would', 'be', 'to', 'reach', 'out', 'to', 'our', 'digital', 'team', 'directly', 'on', '0800', '161', '5\\xe2\\x80\\xa6', 'https://t.co/kfgmhqbcon\'""']","['1949,""b\'@lizzard_s', 'hey', 'liz,', 'apologies', 'best', 'thing', 'would', 'reach', 'digital', 'team', 'directly', '0800', '161', '5\\xe2\\x80\\xa6', 'https://t.co/kfgmhqbcon\'""']"
1951,"1950,""b""""@beastofbacton hey there, drop me a dm with your name, postcode and phone number and i'll see what i can do when i\xe2\x80\xa6 https://t.co/s6xbeska8a""""""","['1950,""b""""@beastofbacton', 'hey', 'there,', 'drop', 'me', 'a', 'dm', 'with', 'your', 'name,', 'postcode', 'and', 'phone', 'number', 'and', ""i'll"", 'see', 'what', 'i', 'can', 'do', 'when', 'i\\xe2\\x80\\xa6', 'https://t.co/s6xbeska8a""""""']","['1950,""b""""@beastofbacton', 'hey', 'there,', 'drop', 'dm', 'name,', 'postcode', 'phone', 'number', ""i'll"", 'see', 'i\\xe2\\x80\\xa6', 'https://t.co/s6xbeska8a""""""']"
1952,"1951,""b""""@qt41354 @ninjamoose69 hi there, if there's anything ourselves or @barclaysukhelp can assist you with you're welcom\xe2\x80\xa6 https://t.co/gvzyr1jscz""""""","['1951,""b""""@qt41354', '@ninjamoose69', 'hi', 'there,', 'if', ""there's"", 'anything', 'ourselves', 'or', '@barclaysukhelp', 'can', 'assist', 'you', 'with', ""you're"", 'welcom\\xe2\\x80\\xa6', 'https://t.co/gvzyr1jscz""""""']","['1951,""b""""@qt41354', '@ninjamoose69', 'hi', 'there,', ""there's"", 'anything', '@barclaysukhelp', 'assist', 'welcom\\xe2\\x80\\xa6', 'https://t.co/gvzyr1jscz""""""']"
1953,"1952,""b""""@ninjamoose69 hi there, this function is to actually allow you to contact us directly from the app we won't be spyi\xe2\x80\xa6 https://t.co/f8zc8jhomd""""""","['1952,""b""""@ninjamoose69', 'hi', 'there,', 'this', 'function', 'is', 'to', 'actually', 'allow', 'you', 'to', 'contact', 'us', 'directly', 'from', 'the', 'app', 'we', ""won't"", 'be', 'spyi\\xe2\\x80\\xa6', 'https://t.co/f8zc8jhomd""""""']","['1952,""b""""@ninjamoose69', 'hi', 'there,', 'function', 'actually', 'allow', 'contact', 'us', 'directly', 'app', 'spyi\\xe2\\x80\\xa6', 'https://t.co/f8zc8jhomd""""""']"
1954,"1953,""b""""@mrcraigbradshaw i'll pass your feedback on craig. if you need me to get one of the team to call you please dm me y\xe2\x80\xa6 https://t.co/hhczlxa7no""""""","['1953,""b""""@mrcraigbradshaw', ""i'll"", 'pass', 'your', 'feedback', 'on', 'craig.', 'if', 'you', 'need', 'me', 'to', 'get', 'one', 'of', 'the', 'team', 'to', 'call', 'you', 'please', 'dm', 'me', 'y\\xe2\\x80\\xa6', 'https://t.co/hhczlxa7no""""""']","['1953,""b""""@mrcraigbradshaw', ""i'll"", 'pass', 'feedback', 'craig.', 'need', 'get', 'one', 'team', 'call', 'please', 'dm', 'y\\xe2\\x80\\xa6', 'https://t.co/hhczlxa7no""""""']"
1955,"1954,""b""""@flower_dennis hi there, florence! i'm so pleased to hear we managed to help :) kristos""""""","['1954,""b""""@flower_dennis', 'hi', 'there,', 'florence!', ""i'm"", 'so', 'pleased', 'to', 'hear', 'we', 'managed', 'to', 'help', ':)', 'kristos""""""']","['1954,""b""""@flower_dennis', 'hi', 'there,', 'florence!', ""i'm"", 'pleased', 'hear', 'managed', 'help', ':)', 'kristos""""""']"
1956,"1955,b'@kylejonesiv well done wales! you think they can make it further this time? hopefully we can get something sorted f\xe2\x80\xa6 https://t.co/rrnkbttmtf'","[""1955,b'@kylejonesiv"", 'well', 'done', 'wales!', 'you', 'think', 'they', 'can', 'make', 'it', 'further', 'this', 'time?', 'hopefully', 'we', 'can', 'get', 'something', 'sorted', 'f\\xe2\\x80\\xa6', ""https://t.co/rrnkbttmtf'""]","[""1955,b'@kylejonesiv"", 'well', 'done', 'wales!', 'think', 'make', 'time?', 'hopefully', 'get', 'something', 'sorted', 'f\\xe2\\x80\\xa6', ""https://t.co/rrnkbttmtf'""]"
1957,"1956,""b'@lizzard_s hi liz, the team have asked me if you can give that a try tomorrow and let me know how you get on? thanks, dean.'""","['1956,""b\'@lizzard_s', 'hi', 'liz,', 'the', 'team', 'have', 'asked', 'me', 'if', 'you', 'can', 'give', 'that', 'a', 'try', 'tomorrow', 'and', 'let', 'me', 'know', 'how', 'you', 'get', 'on?', 'thanks,', 'dean.\'""']","['1956,""b\'@lizzard_s', 'hi', 'liz,', 'team', 'asked', 'give', 'try', 'tomorrow', 'let', 'know', 'get', 'on?', 'thanks,', 'dean.\'""']"
1958,"1957,""b'@lizzard_s thanks for confirming, i will check in with the digital team now for some advice for you liz. thanks, dean.'""","['1957,""b\'@lizzard_s', 'thanks', 'for', 'confirming,', 'i', 'will', 'check', 'in', 'with', 'the', 'digital', 'team', 'now', 'for', 'some', 'advice', 'for', 'you', 'liz.', 'thanks,', 'dean.\'""']","['1957,""b\'@lizzard_s', 'thanks', 'confirming,', 'check', 'digital', 'team', 'advice', 'liz.', 'thanks,', 'dean.\'""']"
1959,"1958,""b'@lizzard_s please accept my apologies liz, have you tried uninstalling the app today and starting from scratch? thanks, dean.'""","['1958,""b\'@lizzard_s', 'please', 'accept', 'my', 'apologies', 'liz,', 'have', 'you', 'tried', 'uninstalling', 'the', 'app', 'today', 'and', 'starting', 'from', 'scratch?', 'thanks,', 'dean.\'""']","['1958,""b\'@lizzard_s', 'please', 'accept', 'apologies', 'liz,', 'tried', 'uninstalling', 'app', 'today', 'starting', 'scratch?', 'thanks,', 'dean.\'""']"
1960,"1959,""b""""@greeniec that's very odd claire, i would recommend speaking to our digital team to find out why that's happening,\xe2\x80\xa6 https://t.co/kkmzdcbmlk""""""","['1959,""b""""@greeniec', ""that's"", 'very', 'odd', 'claire,', 'i', 'would', 'recommend', 'speaking', 'to', 'our', 'digital', 'team', 'to', 'find', 'out', 'why', ""that's"", 'happening,\\xe2\\x80\\xa6', 'https://t.co/kkmzdcbmlk""""""']","['1959,""b""""@greeniec', ""that's"", 'odd', 'claire,', 'would', 'recommend', 'speaking', 'digital', 'team', 'find', ""that's"", 'happening,\\xe2\\x80\\xa6', 'https://t.co/kkmzdcbmlk""""""']"
1961,"1960,""b'@ltampkins i understand your frustration larry, are you able to use another phone to see if they pick up using the\xe2\x80\xa6 https://t.co/ci18aeae6u'""","['1960,""b\'@ltampkins', 'i', 'understand', 'your', 'frustration', 'larry,', 'are', 'you', 'able', 'to', 'use', 'another', 'phone', 'to', 'see', 'if', 'they', 'pick', 'up', 'using', 'the\\xe2\\x80\\xa6', 'https://t.co/ci18aeae6u\'""']","['1960,""b\'@ltampkins', 'understand', 'frustration', 'larry,', 'able', 'use', 'another', 'phone', 'see', 'pick', 'using', 'the\\xe2\\x80\\xa6', 'https://t.co/ci18aeae6u\'""']"
1962,"1961,""b'@ltampkins ahh okay, i have just called our digital team and got through. you could try and call them to help on 08\xe2\x80\xa6 https://t.co/o9kqb8lgly'""","['1961,""b\'@ltampkins', 'ahh', 'okay,', 'i', 'have', 'just', 'called', 'our', 'digital', 'team', 'and', 'got', 'through.', 'you', 'could', 'try', 'and', 'call', 'them', 'to', 'help', 'on', '08\\xe2\\x80\\xa6', 'https://t.co/o9kqb8lgly\'""']","['1961,""b\'@ltampkins', 'ahh', 'okay,', 'called', 'digital', 'team', 'got', 'through.', 'could', 'try', 'call', 'help', '08\\xe2\\x80\\xa6', 'https://t.co/o9kqb8lgly\'""']"
1963,"1962,""b'@saff_mc ahh, sorry about that but glad they can get it sorted for you though. if you need any help with your accou\xe2\x80\xa6 https://t.co/w4rvmc09ga'""","['1962,""b\'@saff_mc', 'ahh,', 'sorry', 'about', 'that', 'but', 'glad', 'they', 'can', 'get', 'it', 'sorted', 'for', 'you', 'though.', 'if', 'you', 'need', 'any', 'help', 'with', 'your', 'accou\\xe2\\x80\\xa6', 'https://t.co/w4rvmc09ga\'""']","['1962,""b\'@saff_mc', 'ahh,', 'sorry', 'glad', 'get', 'sorted', 'though.', 'need', 'help', 'accou\\xe2\\x80\\xa6', 'https://t.co/w4rvmc09ga\'""']"
1964,"1963,""b'@ltampkins i am sorry about that larry, what number have you called? thanks, dean.'""","['1963,""b\'@ltampkins', 'i', 'am', 'sorry', 'about', 'that', 'larry,', 'what', 'number', 'have', 'you', 'called?', 'thanks,', 'dean.\'""']","['1963,""b\'@ltampkins', 'sorry', 'larry,', 'number', 'called?', 'thanks,', 'dean.\'""']"
1965,"1964,""b'@greeniec hi claire, i am very sorry to hear about this. are you still having these problems? thanks, dean.'""","['1964,""b\'@greeniec', 'hi', 'claire,', 'i', 'am', 'very', 'sorry', 'to', 'hear', 'about', 'this.', 'are', 'you', 'still', 'having', 'these', 'problems?', 'thanks,', 'dean.\'""']","['1964,""b\'@greeniec', 'hi', 'claire,', 'sorry', 'hear', 'this.', 'still', 'problems?', 'thanks,', 'dean.\'""']"
1966,"1965,b'@_shane_mw follow this link to come into dm. rachel https://t.co/mpqb4etryv'","[""1965,b'@_shane_mw"", 'follow', 'this', 'link', 'to', 'come', 'into', 'dm.', 'rachel', ""https://t.co/mpqb4etryv'""]","[""1965,b'@_shane_mw"", 'follow', 'link', 'come', 'dm.', 'rachel', ""https://t.co/mpqb4etryv'""]"
1967,"1966,""b'@_shane_mw hey there, thanks for reaching out to us tonight! could you come over into dm with the details of the em\xe2\x80\xa6 https://t.co/pawll9a8tx'""","['1966,""b\'@_shane_mw', 'hey', 'there,', 'thanks', 'for', 'reaching', 'out', 'to', 'us', 'tonight!', 'could', 'you', 'come', 'over', 'into', 'dm', 'with', 'the', 'details', 'of', 'the', 'em\\xe2\\x80\\xa6', 'https://t.co/pawll9a8tx\'""']","['1966,""b\'@_shane_mw', 'hey', 'there,', 'thanks', 'reaching', 'us', 'tonight!', 'could', 'come', 'dm', 'details', 'em\\xe2\\x80\\xa6', 'https://t.co/pawll9a8tx\'""']"
1968,"1967,""b""""@ltampkins hey larry, thanks for tweeting us today! so sorry to hear about the problems you've had with the pinsent\xe2\x80\xa6 https://t.co/wnfgya0qrf""""""","['1967,""b""""@ltampkins', 'hey', 'larry,', 'thanks', 'for', 'tweeting', 'us', 'today!', 'so', 'sorry', 'to', 'hear', 'about', 'the', 'problems', ""you've"", 'had', 'with', 'the', 'pinsent\\xe2\\x80\\xa6', 'https://t.co/wnfgya0qrf""""""']","['1967,""b""""@ltampkins', 'hey', 'larry,', 'thanks', 'tweeting', 'us', 'today!', 'sorry', 'hear', 'problems', 'pinsent\\xe2\\x80\\xa6', 'https://t.co/wnfgya0qrf""""""']"
1969,"1968,""b""""@saff_mc hey saffron, thanks for tweeting us tonight. sorry you're having problems with the pinsentry to log in! ar\xe2\x80\xa6 https://t.co/dol5mnvzov""""""","['1968,""b""""@saff_mc', 'hey', 'saffron,', 'thanks', 'for', 'tweeting', 'us', 'tonight.', 'sorry', ""you're"", 'having', 'problems', 'with', 'the', 'pinsentry', 'to', 'log', 'in!', 'ar\\xe2\\x80\\xa6', 'https://t.co/dol5mnvzov""""""']","['1968,""b""""@saff_mc', 'hey', 'saffron,', 'thanks', 'tweeting', 'us', 'tonight.', 'sorry', 'problems', 'pinsentry', 'log', 'in!', 'ar\\xe2\\x80\\xa6', 'https://t.co/dol5mnvzov""""""']"
1970,"1969,""b""""@nomad711 ahh yeah, definitely give them a ring as they'll look to get this fixed for you :) if you need anything e\xe2\x80\xa6 https://t.co/9jpp0v1twp""""""","['1969,""b""""@nomad711', 'ahh', 'yeah,', 'definitely', 'give', 'them', 'a', 'ring', 'as', ""they'll"", 'look', 'to', 'get', 'this', 'fixed', 'for', 'you', ':)', 'if', 'you', 'need', 'anything', 'e\\xe2\\x80\\xa6', 'https://t.co/9jpp0v1twp""""""']","['1969,""b""""@nomad711', 'ahh', 'yeah,', 'definitely', 'give', 'ring', ""they'll"", 'look', 'get', 'fixed', ':)', 'need', 'anything', 'e\\xe2\\x80\\xa6', 'https://t.co/9jpp0v1twp""""""']"
1971,"1970,""b'@nomad711 hey, thanks for dropping by tonight! hmm have you tried logging in again and if so, do you receive the sa\xe2\x80\xa6 https://t.co/9bfpx9qxvu'""","['1970,""b\'@nomad711', 'hey,', 'thanks', 'for', 'dropping', 'by', 'tonight!', 'hmm', 'have', 'you', 'tried', 'logging', 'in', 'again', 'and', 'if', 'so,', 'do', 'you', 'receive', 'the', 'sa\\xe2\\x80\\xa6', 'https://t.co/9bfpx9qxvu\'""']","['1970,""b\'@nomad711', 'hey,', 'thanks', 'dropping', 'tonight!', 'hmm', 'tried', 'logging', 'so,', 'receive', 'sa\\xe2\\x80\\xa6', 'https://t.co/9bfpx9qxvu\'""']"
1972,"1971,""b""""@gjnewm @scousepeteprobs fair enough, i'll revert back to gary then. thanks, dean.""""""","['1971,""b""""@gjnewm', '@scousepeteprobs', 'fair', 'enough,', ""i'll"", 'revert', 'back', 'to', 'gary', 'then.', 'thanks,', 'dean.""""""']","['1971,""b""""@gjnewm', '@scousepeteprobs', 'fair', 'enough,', ""i'll"", 'revert', 'back', 'gary', 'then.', 'thanks,', 'dean.""""""']"
1973,"1972,b'@gjnewm @scousepeteprobs i thought we were friends gaz? have you spoken to the team recently? if you want me to tak\xe2\x80\xa6 https://t.co/mp8caw0nk8'","[""1972,b'@gjnewm"", '@scousepeteprobs', 'i', 'thought', 'we', 'were', 'friends', 'gaz?', 'have', 'you', 'spoken', 'to', 'the', 'team', 'recently?', 'if', 'you', 'want', 'me', 'to', 'tak\\xe2\\x80\\xa6', ""https://t.co/mp8caw0nk8'""]","[""1972,b'@gjnewm"", '@scousepeteprobs', 'thought', 'friends', 'gaz?', 'spoken', 'team', 'recently?', 'want', 'tak\\xe2\\x80\\xa6', ""https://t.co/mp8caw0nk8'""]"
1974,"1973,""b'@gjnewm i am sorry about that gaz, when did you last speak with them? thanks, dean.'""","['1973,""b\'@gjnewm', 'i', 'am', 'sorry', 'about', 'that', 'gaz,', 'when', 'did', 'you', 'last', 'speak', 'with', 'them?', 'thanks,', 'dean.\'""']","['1973,""b\'@gjnewm', 'sorry', 'gaz,', 'last', 'speak', 'them?', 'thanks,', 'dean.\'""']"
1975,"1974,""b'@gjnewm sorry to see that gary, have you managed to get any further forward with your dispute? thanks, dean.'""","['1974,""b\'@gjnewm', 'sorry', 'to', 'see', 'that', 'gary,', 'have', 'you', 'managed', 'to', 'get', 'any', 'further', 'forward', 'with', 'your', 'dispute?', 'thanks,', 'dean.\'""']","['1974,""b\'@gjnewm', 'sorry', 'see', 'gary,', 'managed', 'get', 'forward', 'dispute?', 'thanks,', 'dean.\'""']"
1976,"1975,""b'@john_l25 hey jc! thanks for reaching out to us about this. ahh yes it is a known issue at the moment, we have our\xe2\x80\xa6 https://t.co/a7r5ikoqxd'""","['1975,""b\'@john_l25', 'hey', 'jc!', 'thanks', 'for', 'reaching', 'out', 'to', 'us', 'about', 'this.', 'ahh', 'yes', 'it', 'is', 'a', 'known', 'issue', 'at', 'the', 'moment,', 'we', 'have', 'our\\xe2\\x80\\xa6', 'https://t.co/a7r5ikoqxd\'""']","['1975,""b\'@john_l25', 'hey', 'jc!', 'thanks', 'reaching', 'us', 'this.', 'ahh', 'yes', 'known', 'issue', 'moment,', 'our\\xe2\\x80\\xa6', 'https://t.co/a7r5ikoqxd\'""']"
1977,"1976,""b""""@lucia_asanache hey lucia, thanks for getting in touch today! ahh sorry you're still receiving the mail from us, i\xe2\x80\xa6 https://t.co/jsttniaooa""""""","['1976,""b""""@lucia_asanache', 'hey', 'lucia,', 'thanks', 'for', 'getting', 'in', 'touch', 'today!', 'ahh', 'sorry', ""you're"", 'still', 'receiving', 'the', 'mail', 'from', 'us,', 'i\\xe2\\x80\\xa6', 'https://t.co/jsttniaooa""""""']","['1976,""b""""@lucia_asanache', 'hey', 'lucia,', 'thanks', 'getting', 'touch', 'today!', 'ahh', 'sorry', 'still', 'receiving', 'mail', 'us,', 'i\\xe2\\x80\\xa6', 'https://t.co/jsttniaooa""""""']"
1978,"1977,""b'@rangern8 not a problem, any issues just let me know! thanks, dean.'""","['1977,""b\'@rangern8', 'not', 'a', 'problem,', 'any', 'issues', 'just', 'let', 'me', 'know!', 'thanks,', 'dean.\'""']","['1977,""b\'@rangern8', 'problem,', 'issues', 'let', 'know!', 'thanks,', 'dean.\'""']"
1979,"1978,""b""""@rangern8 hey there, do you have access to the app? you can print the statements from this and they're the genuine\xe2\x80\xa6 https://t.co/ylob27kqvg""""""","['1978,""b""""@rangern8', 'hey', 'there,', 'do', 'you', 'have', 'access', 'to', 'the', 'app?', 'you', 'can', 'print', 'the', 'statements', 'from', 'this', 'and', ""they're"", 'the', 'genuine\\xe2\\x80\\xa6', 'https://t.co/ylob27kqvg""""""']","['1978,""b""""@rangern8', 'hey', 'there,', 'access', 'app?', 'print', 'statements', ""they're"", 'genuine\\xe2\\x80\\xa6', 'https://t.co/ylob27kqvg""""""']"
1980,"1979,""b""""@drunkrogue68 cool, the barclays app and barclaycard app are now the same so you don't need both to manage your acc\xe2\x80\xa6 https://t.co/ztgumljvqh""""""","['1979,""b""""@drunkrogue68', 'cool,', 'the', 'barclays', 'app', 'and', 'barclaycard', 'app', 'are', 'now', 'the', 'same', 'so', 'you', ""don't"", 'need', 'both', 'to', 'manage', 'your', 'acc\\xe2\\x80\\xa6', 'https://t.co/ztgumljvqh""""""']","['1979,""b""""@drunkrogue68', 'cool,', 'barclays', 'app', 'barclaycard', 'app', 'need', 'manage', 'acc\\xe2\\x80\\xa6', 'https://t.co/ztgumljvqh""""""']"
