,text
1787,b'@katys_lotus hi there. glad to hear that you have been successful in your barclaycard application. please can you s\xe2\x80\xa6 https://t.co/j3x5gjdvqh'
1788,"b""@ktramshaw hi katie, i'm really sorry about this. i've responded to your dm. -kev"""
1789,b'@hmebeohp if you drop me a dm phoebe i can add a note to your complaint requesting that. thanks nicola https://t.co/mpqb4etryv'
1790,"b""@romk1n i'm sorry about that. it's not an issue for everyone but there are a number of customers affected and it'll\xe2\x80\xa6 https://t.co/4ffn2gbtfk"""
1791,"b'@hmebeohp hi phoebe, you can request a copy application with customer services. did anyone log a complaint for you phoebe? thanks nicola'"
1792,b'@beth251993 if you have the option to do a money transfer you can use that money however you want beth. thanks nicola'
1793,"b""@louisachetnik i can email the team asking them to call you if you'd like? however i cannot guarantee anything. thanks nicola 2/2"""
1794,b'@louisachetnik they do work on a first come first served basis and there are different teams in that department tra\xe2\x80\xa6 https://t.co/4cgheeeezn'
1795,"b""@xoxosherbiexoxo @louisachetnik i'd give the team a call alice. when we block a card it does credit and debit as it\xe2\x80\xa6 https://t.co/2cwf4ltfdd"""
1796,b'@louisachetnik all i can do is pass any messages on to the team dealing with your complaint and dispute. thanks nicola'
1797,"b""@louisachetnik i'm sorry you've still not had a resolution to this louisa. if you call the team on  0800 0563336 mo\xe2\x80\xa6 https://t.co/kn1w6z6h0c"""
1798,"b""@louisachetnik i'm sorry you've still not had a resolution to this louisa. if you call the team on  0800 0563336 mo\xe2\x80\xa6 https://t.co/vn9lu7bcjd"""
1799,"b""@louisachetnik i'm sorry you've still not had a resolution to this louisa. if you call the team on  0800 0563336 mo\xe2\x80\xa6 https://t.co/gosr5t7u8o"""
1800,"b""@louisachetnik @xoxosherbiexoxo i'm sorry you've still not had a resolution to this louisa. if you call the team on\xe2\x80\xa6 https://t.co/nrrhcwxxrd"""
1801,"b""@endley_jack if you drop me a dm i'll see what i can do to help. thanks nicola https://t.co/mpqb4etryv"""
1802,"b""@chris_skinner hi chris, i'm sorry you're in that position. do you have access to the website at all? can you also\xe2\x80\xa6 https://t.co/fjxgzhipns"""
1803,"b""@akohli i'll pass your feedback on to the team akohli. thanks nicola"""
1804,"b""@familysleuth the fraud team do not have an email address that they can provide geraldine. you'd need to log in to\xe2\x80\xa6 https://t.co/frpd1cb8vu"""
1805,b'@garethsmith85 @uk_caa thanks fro clarifying that gareth. if your mum would like me to send any information to the\xe2\x80\xa6 https://t.co/2f9yfrfmp5'
1806,"b""@garethsmith85 @uk_caa sorry you're in this situation gareth. if you need me to add any information to your complai\xe2\x80\xa6 https://t.co/p7srrrnoaj"""
1807,b'@tmckinnin very busy today :-)thanks nicola'
1808,"b""@andyhorton94 hi andy, that's not what i like to hear! what's happened? if you need my help you're welcome to dm me\xe2\x80\xa6 https://t.co/oczhborrkr"""
1809,"b""@srdempster hi there, that's not great. i'd give the app team a call so they can establish what's happening and get\xe2\x80\xa6 https://t.co/ce0sezuarn"""
1810,"b""@louiseramsey hi louise, if you'd like me to call to help with that please dm me your postcode and phone number adn\xe2\x80\xa6 https://t.co/kkyyt1fs4q"""
1811,"b'@rieflect hi rie, are you trying to use contactless mobile or pay your bill? thanks nicola'"
1812,b'@garethsmith85 @uk_caa you can find more information on how to do this online by visiting the following link\xe2\x80\xa6 https://t.co/mromz3hxbe'
1813,"b""@garethsmith85 @uk_caa i'm afraid i wouldn\xe2\x80\x99t be able to able to change the outcome of your claim. if this has alrea\xe2\x80\xa6 https://t.co/eo3sulcmif"""
1814,"b'@carrieskinner hi carrie-ann, our barclaycard team can get busy sometimes. have you managed to get through and resolve your issue? anth'"
1815,"b""@xoxosherbiexoxo hi alice, great to hear you're sorted! let me know if you need anything else. amiee"""
1816,"b""@endley_jack hi there, jack. i'm sorry to hear about the wait times. what error code are you seeing when you try and log in? kristos"""
1817,"b""@molkilc i'm really sorry to hear this. i'd like to have this looked in to and have a colleague contact you back se\xe2\x80\xa6 https://t.co/ibauhg0uua"""
1818,"b'@sathvic hi sathvic. i\xe2\x80\x99d be happy to help, please let me know what questions you have. nicola l'"
1819,b'@garethsmith85 @uk_caa was the purchase made using their barclaycard credit card? kristos'
1820,"b""@louiseramsey hi there, louise. i'm sorry to hear about this. can i ask if you managed to get through to the team a\xe2\x80\xa6 https://t.co/ktgzcixncf"""
1821,"b""@alisonfox36 i've just taken some advice from the 'financial ombudsman service' website, where it states that 'if y\xe2\x80\xa6 https://t.co/td7eit9bjq"""
1822,"b""@alisonfox36 hi alison. the 'plevin case' was about the amount of commission paid on a product. 1/2"""
1823,"b'@pugs_dave ouch! that would have felt like a kick in the gut i bet, as soon as you realised! hopefully one day, the\xe2\x80\xa6 https://t.co/cytwzx9r4e'"
1824,"b""@polly_smith93 hey polly, would it be alright to take your full name and mobile number via dm, please? i'd like to\xe2\x80\xa6 https://t.co/ipvfj2la7h"""
1825,"b'@molkilc hi mollie. i\xe2\x80\x99m really sorry about this. did you manage to speak to a member of the team? if not, could you\xe2\x80\xa6 https://t.co/u6ps2efa9y'"
1826,"b""@garethsmith85 hey gareth, i'm very sorry to hear that we haven't been able to return the money that your parents p\xe2\x80\xa6 https://t.co/tmkiif47cg"""
1827,"b'@johnmirant hello john, let me know how can i help you today. ramona'"
1828,b'@lewill15 i know it might sound a bit ridiculous but every time you accept the terms and conditions for apple pay a\xe2\x80\xa6 https://t.co/g7wmtypqsx'
1829,"b'@lewill15 hello laura, that really looks excessive so i get why you would be surprised when all the envelopes came to you. 1/2'"
1830,b'@sashagolev if you have raised it and it is a known issue it will be raised with the technical team and looked into. ramona'
1831,"b'@shawnparr ah, i see. we can only help with uk credit card queries here but if you tweet our colleagues from\xe2\x80\xa6 https://t.co/cyco3s7s0j'"
1832,"b""@iamthebm that does sound odd! i'd recommend that you give us a call about this so that we can clear security with\xe2\x80\xa6 https://t.co/fnjn2bcpvb"""
1833,"b'@shawnparr hello shawn, i\xe2\x80\x99m sorry to see you decided to cancel your account with us. just so that i can point you i\xe2\x80\xa6 https://t.co/kaqgpl9rym'"
1834,b'@sashagolev in the meantime did you speak to the company to see if there is a known issue at their end? ramona 2/2'
1835,"b'@sashagolev hello \xd0\xa7\xd1\x83\xd0\xb4\xd0\xb5\xd1\x81\xd0\xbd\xd1\x8b\xd0\xb9, i\xe2\x80\x99m sorry to see you\xe2\x80\x99re having issues with the barclaycard. we will look into this to s\xe2\x80\xa6 https://t.co/uznxktpqas'"
1836,"b'@iamthebm hey lindsay, this sounds strange - do you know the reason why the pins blocked? it can get blocked after\xe2\x80\xa6 https://t.co/4bmcehzsaw'"
1837,"b""@dluttermann hi daniel, for this you'll need to reach out to my colleagues over in germany at https://t.co/5csmajillq\n\nchristie"""
1838,"b""@drumeshprabhu i'm sorry that it's taken so long to get through dr prabhu, what team are you trying to reach?- dan"""
1839,"b'@ruyk hi ruyk, can you pop over to dm so i can advise you how to get this stopped.  - dan'"
1840,"b""@eva_baumgartner sorry eva but this is the process if you'd like to discuss this any further you can speak with the\xe2\x80\xa6 https://t.co/qlwf1drpss"""
1841,b'@eva_baumgartner hi eva. i have replied to your dm. thanks. - dan'
1842,"b""@sodisgems i'm sorry that you are leaving us, if you need any assistance after speaking with the team just let me know. - dan"""
1843,"b""@sodisgems i'm sorry to hear that you're facing issues paying your bill. i have sent you a link here that shows all\xe2\x80\xa6 https://t.co/zmaemnqwlp"""
1844,"b""@tmckinnin it's really nice today, nothing planned today. thanks, dean."""
1845,"b'@tmckinnin all good, how are you? dean.'"
1846,"b'@dhbarringer sorry about that, i am sure the team will get it sorted. thanks, dean.'"
1847,"b'@dhbarringer sorry to hear this, i would recommend you call our digital team to help you get signed in their number\xe2\x80\xa6 https://t.co/zuxykbuipz'"
1848,"b'@ethan_brown1 hey ethan, thanks for reaching out to us about this - do you mind telling me if you also bank with ba\xe2\x80\xa6 https://t.co/f4tntrxhnm'"
1849,"b'@himank_k hey there, thanks for reaching out to us about this - i want to get this checked out! i just want to chec\xe2\x80\xa6 https://t.co/y6hhlpzo21'"
1850,"b""@miss_chicken hi there, i'm so sorry to hear about this! don't worry, we can step in to help if you speak with our\xe2\x80\xa6 https://t.co/kqxxqxyahv"""
1851,"b""@johnfoertsch hi there john! i think you might be looking for our friends across the pond, @askbarclaysus; they're\xe2\x80\xa6 https://t.co/hzpjuixpry"""
1852,b'@j77ft sorry to hear this is still impacting you! it might be best to speak with our app helpdesk on: 0800 161 5300\xe2\x80\xa6 https://t.co/kww4lvhdce'
1853,"b'@mrs_mac99 no worries at all, thanks a lot for clearing that up! i wish that there was a way that i could get you t\xe2\x80\xa6 https://t.co/22c42k41w7'"
1854,"b""@mrs_mac99 ah i'm sorry jay :( just one to quickly check - do you have both the barclays and barclaycard app instal\xe2\x80\xa6 https://t.co/bqafwlfein"""
1855,"b""@benhyams2 i am sorry to hear this is still ongoing ben :( unfortunately we're not able to provide you with any upd\xe2\x80\xa6 https://t.co/3kdnxlgfsp"""
1856,"b""@mrs_mac99 hi jay, oh dear! i'm sorry the team weren't able to get this sorted for you. it sounds like the call dro\xe2\x80\xa6 https://t.co/17t3g01xxz"""
1857,"b""@sandgrounderjen that's fine we can get it sorted. dm me your name, postcode and phone number please. thanks, dean. https://t.co/mpqb4etryv"""
1858,"b""@sandgrounderjen ahh okay, at least you know where it is now. we'll need to wait for it to clear and we'll be able\xe2\x80\xa6 https://t.co/lqhbkuvnop"""
1859,"b'@sandgrounderjen hey, thanks for the tweet. it can take up to 2 hours to reach your account :) thanks, dean.'"
1860,b'we predict a riot when yorkshire\xe2\x80\x99s finest @kaiserchiefs take to the stage with very special guests @razorlight on 2\xe2\x80\xa6 https://t.co/o10bs5egug'
1861,"b'@kezz82 hi keiran, i have replied on your other messages. - dan'"
1862,"b'@leaky_beaky sorry that this is still ongoing leaky, i know it may not seem like it but our technical teams are wor\xe2\x80\xa6 https://t.co/jxnl8tfdbr'"
1863,"b'@voxterrier we do have alternative payment options available to customers which may be beneficial https://t.co/a1qh34tz6q thanks, dean.'"
1864,"b'@voxterrier ahh okay, you can use the qsp machine in a branch to make the payment. thanks, dean.'"
1865,"b""@voxterrier that's odd richard, why were you unable to pay cash in the branch? was there a specific reason advised?thanks, dean."""
1866,"b""@tmckinnin i'm not sure of the price mate as it was a birthday present but honestly you wouldn't regret it. - dan"""
1867,"b""@tmckinnin you get no choice mate as you're strapped in with a guy on your back, it's scary as but you'll never reg\xe2\x80\xa6 https://t.co/km2mji2uvv"""
1868,"b""@tmckinnin there's one in peterlee which is near to our office, my wife bought it for me for my birthday. the scari\xe2\x80\xa6 https://t.co/bt0bfixus6"""
1869,"b""@tmckinnin i'm great thanks mate i had an exhilarating weekend as i went skydiving for the first time. it was absol\xe2\x80\xa6 https://t.co/pdmik84mvf"""
1870,"b'@branstonmum sorry about that kirstin, if you dm me your postcode and name i will get this looked into. thanks, dea\xe2\x80\xa6 https://t.co/e4dd3xrd7s'"
1871,"b'@_normski i am sorry about this, the team are working on a fix and hope this should be sorted soon. in the meantime\xe2\x80\xa6 https://t.co/jou8fb71mg'"
1872,"b""@sarahhhhhhjane bril, give me a few mins and i'll be in touch :) thanks, dean."""
1873,"b'@sarahhhhhhjane hey sarah, when will be best to call? thanks, dean.'"
1874,"b""@sarahhhhhhjane i'll pop this message over for dean first thing. we'll catch you in a while sarah-jane. leigh"""
1875,"b""@aninfinite if it helps put your mind at rest a bit victor, we'll cover you 100% in the event of fraud happening th\xe2\x80\xa6 https://t.co/jetibecomf"""
1876,"b""@elf_x_stacy really glad to hear that as i can imagine that couldn't have been nice. - dan"""
1877,"b'@aninfinite hey victor, all of our cards have been contactless enabled for many years now and this is quite standar\xe2\x80\xa6 https://t.co/bo7qeuahws'"
1878,b'@evacaiden my pleasure eva :-) - dan'
1879,"b""@sarahhhhhhjane yes sure just let me know when's best for you and i'll get it sorted. - dan"""
1880,"b'@sarahhhhhhjane 12:30 my time so in 50 mins, is that still okay? - dan'"
1881,"b'@yefoakira great stuff jorge, have a top sunday. - dan'"
1882,b'@steveigray hey stephen it normally clears in around 5-7 days mate. - dan'
1883,"b'@soe_soe @commerzbank hi soeren. thanks for reaching out to us, unfortunately you are speaking with the uk team her\xe2\x80\xa6 https://t.co/qracq1qq9r'"
1884,b'@yefoakira sorry about that jorge we just love to ensure that you are safe :) did you manage to get this sorted? thanks. - dan'
1885,"b""@evacaiden hi eva. if you call the app team directly on 0333 202 1035 they'll be able to answer that question for y\xe2\x80\xa6 https://t.co/3yz0wvjqp5"""
1886,"b""@davecoats1984 hi dave, if you are having issues setting up the app i'd recommend giving the team a call directly o\xe2\x80\xa6 https://t.co/b7jr989ojh"""
